Head,Relation,Tail,Original Tail,Tail Noun Chunks,Title,Article,Original Article Text,Clean Original Tail,Tail First Tokens
panel,revise,officer officer decision,recommendation following which officer shall review officer or officer decision,"['recommendation', 'officer', 'officer officer decision']",TITLE V COMMON RULES,Article 143  Panel ,"[' \nA panel shall be convened at the request of an authorising officer of any Union institution, Union body, European \noffice or body or person entrusted with the implementation of specific actions in the CFSP pursuant to Title V of the \nTEU. ', ' \nThe panel shall be composed of: \n(a) a standing high-level independent chair appointed by the Commission; \n(b) two permanent representatives of the Commission as the owner of the early-detection and exclusion system, who \nshall express a joint position; and \n(c) one representative of the requesting authorising officer. \nThe composition of the panel shall ensure the appropriate legal and technical expertise. The panel shall be assisted by a \npermanent secretariat, provided by the Commission, which shall ensure the continuous administration of the panel. ', ' \nThe Chair shall be chosen from among former members of the Court of Justice of the European Union, the Court \nof Auditors or former officials who have had at least the rank of Director-General in a Union institution other than the \nCommission. He or she shall be selected on the basis of his or her personal and professional qualities, extensive \nexperience in legal and financial matters and proven competence, independence and integrity. The term of office shall \nbe five years and shall not be renewable. The Chair shall be appointed as special adviser within the meaning of Article 5 \nof the Conditions of Employment of Other Servants of the European Union. The Chair shall preside all sessions of the \npanel. He or she shall be independent in the performance of his or her duties. He or she shall not have a conflict of \ninterests between his or her duties as Chair and any other official duties. ', ' \nThe rules of procedure of the panel shall be adopted by the Commission. ', ' \nThe panel shall uphold the right of the person or entity concerned, as referred to in Article 135(2), to submit \nobservations on the facts or findings referred to in Article 136(2) and on the preliminary classification in law before \nadopting its recommendations. The right to submit observations may be deferred in exceptional circumstances where \nthere are compelling legitimate grounds to preserve the confidentiality of an investigation or of national judicial \nproceedings, until such legitimate grounds cease to exist. ', ' \nThe recommendation of the panel to exclude and/or impose a financial penalty shall, where applicable, contain the \nfollowing elements: \n(a) the facts or findings referred to in Article 136(2) and their preliminary classification in law; \n(b) an assessment of the need to impose a financial penalty and its amount; \n(c) an assessment of the need to exclude the person or entity referred to in Article 135(2) and, in that case, the suggested \nduration of such an exclusion; \n(d) an assessment of the need to publish the information related to the person or entity referred to in Article 135(2) who \nis excluded and/or subject to a financial penalty; \n(e) an assessment of remedial measures taken by the person or entity referred to Article 135(2), if any. \nWhere the authorising officer responsible envisages taking a more severe decision than what has been recommended by \nthe panel, he or she shall ensure that such a decision is taken with due respect for the right to be heard and for the rules \nof personal data protection. \nL 193/102  \n\x0c \nWhere the authorising officer responsible decides to deviate from the recommendation of the panel, he or she shall justify \nsuch decision to the panel. ', ' \nThe panel shall revise its recommendation during the exclusion period on request from the authorising officer \nresponsible in the cases referred to in Article 136(8) or following the notification of a final judgment or a final adminis\xad\ntrative decision establishing the grounds for exclusion where such a judgment or decision does not set the duration of the \nexclusion, as referred to in the second subparagraph of Article 136(2). ', ' \nThe panel shall notify the requesting authorising officer without delay of its revised recommendation, following \nwhich the authorising officer shall review his or her decision. ', ' \nThe Court of Justice of the European Union shall have unlimited jurisdiction to review a decision whereby the \nauthorising officer excludes a person or entity referred to in Article 135(2) and/or imposes a financial penalty on a \nrecipient, including annulling the exclusion, reducing or increasing its duration and/or annulling, reducing or increasing \nthe financial penalty imposed. Article 22(1) of Regulation (EC) No 58/2003 shall not apply when the decision of the \nauthorising officer to exclude or impose a financial penalty is taken on the basis of a recommendation of the panel. ']",recommendation following which officer shall review officer or officer decision,recommendation following which officer shall review officer or
officer,review,officer officer decision,officer or officer decision,['officer officer decision'],TITLE V COMMON RULES,Article 143  Panel ,"[' \nA panel shall be convened at the request of an authorising officer of any Union institution, Union body, European \noffice or body or person entrusted with the implementation of specific actions in the CFSP pursuant to Title V of the \nTEU. ', ' \nThe panel shall be composed of: \n(a) a standing high-level independent chair appointed by the Commission; \n(b) two permanent representatives of the Commission as the owner of the early-detection and exclusion system, who \nshall express a joint position; and \n(c) one representative of the requesting authorising officer. \nThe composition of the panel shall ensure the appropriate legal and technical expertise. The panel shall be assisted by a \npermanent secretariat, provided by the Commission, which shall ensure the continuous administration of the panel. ', ' \nThe Chair shall be chosen from among former members of the Court of Justice of the European Union, the Court \nof Auditors or former officials who have had at least the rank of Director-General in a Union institution other than the \nCommission. He or she shall be selected on the basis of his or her personal and professional qualities, extensive \nexperience in legal and financial matters and proven competence, independence and integrity. The term of office shall \nbe five years and shall not be renewable. The Chair shall be appointed as special adviser within the meaning of Article 5 \nof the Conditions of Employment of Other Servants of the European Union. The Chair shall preside all sessions of the \npanel. He or she shall be independent in the performance of his or her duties. He or she shall not have a conflict of \ninterests between his or her duties as Chair and any other official duties. ', ' \nThe rules of procedure of the panel shall be adopted by the Commission. ', ' \nThe panel shall uphold the right of the person or entity concerned, as referred to in Article 135(2), to submit \nobservations on the facts or findings referred to in Article 136(2) and on the preliminary classification in law before \nadopting its recommendations. The right to submit observations may be deferred in exceptional circumstances where \nthere are compelling legitimate grounds to preserve the confidentiality of an investigation or of national judicial \nproceedings, until such legitimate grounds cease to exist. ', ' \nThe recommendation of the panel to exclude and/or impose a financial penalty shall, where applicable, contain the \nfollowing elements: \n(a) the facts or findings referred to in Article 136(2) and their preliminary classification in law; \n(b) an assessment of the need to impose a financial penalty and its amount; \n(c) an assessment of the need to exclude the person or entity referred to in Article 135(2) and, in that case, the suggested \nduration of such an exclusion; \n(d) an assessment of the need to publish the information related to the person or entity referred to in Article 135(2) who \nis excluded and/or subject to a financial penalty; \n(e) an assessment of remedial measures taken by the person or entity referred to Article 135(2), if any. \nWhere the authorising officer responsible envisages taking a more severe decision than what has been recommended by \nthe panel, he or she shall ensure that such a decision is taken with due respect for the right to be heard and for the rules \nof personal data protection. \nL 193/102  \n\x0c \nWhere the authorising officer responsible decides to deviate from the recommendation of the panel, he or she shall justify \nsuch decision to the panel. ', ' \nThe panel shall revise its recommendation during the exclusion period on request from the authorising officer \nresponsible in the cases referred to in Article 136(8) or following the notification of a final judgment or a final adminis\xad\ntrative decision establishing the grounds for exclusion where such a judgment or decision does not set the duration of the \nexclusion, as referred to in the second subparagraph of Article 136(2). ', ' \nThe panel shall notify the requesting authorising officer without delay of its revised recommendation, following \nwhich the authorising officer shall review his or her decision. ', ' \nThe Court of Justice of the European Union shall have unlimited jurisdiction to review a decision whereby the \nauthorising officer excludes a person or entity referred to in Article 135(2) and/or imposes a financial penalty on a \nrecipient, including annulling the exclusion, reducing or increasing its duration and/or annulling, reducing or increasing \nthe financial penalty imposed. Article 22(1) of Regulation (EC) No 58/2003 shall not apply when the decision of the \nauthorising officer to exclude or impose a financial penalty is taken on the basis of a recommendation of the panel. ']",officer or officer decision,officer or officer decision
officer,exclude,article,a person or entity referred to whereby in article 135(2),"['person', 'entity', 'article']",TITLE V COMMON RULES,Article 143  Panel ,"[' \nA panel shall be convened at the request of an authorising officer of any Union institution, Union body, European \noffice or body or person entrusted with the implementation of specific actions in the CFSP pursuant to Title V of the \nTEU. ', ' \nThe panel shall be composed of: \n(a) a standing high-level independent chair appointed by the Commission; \n(b) two permanent representatives of the Commission as the owner of the early-detection and exclusion system, who \nshall express a joint position; and \n(c) one representative of the requesting authorising officer. \nThe composition of the panel shall ensure the appropriate legal and technical expertise. The panel shall be assisted by a \npermanent secretariat, provided by the Commission, which shall ensure the continuous administration of the panel. ', ' \nThe Chair shall be chosen from among former members of the Court of Justice of the European Union, the Court \nof Auditors or former officials who have had at least the rank of Director-General in a Union institution other than the \nCommission. He or she shall be selected on the basis of his or her personal and professional qualities, extensive \nexperience in legal and financial matters and proven competence, independence and integrity. The term of office shall \nbe five years and shall not be renewable. The Chair shall be appointed as special adviser within the meaning of Article 5 \nof the Conditions of Employment of Other Servants of the European Union. The Chair shall preside all sessions of the \npanel. He or she shall be independent in the performance of his or her duties. He or she shall not have a conflict of \ninterests between his or her duties as Chair and any other official duties. ', ' \nThe rules of procedure of the panel shall be adopted by the Commission. ', ' \nThe panel shall uphold the right of the person or entity concerned, as referred to in Article 135(2), to submit \nobservations on the facts or findings referred to in Article 136(2) and on the preliminary classification in law before \nadopting its recommendations. The right to submit observations may be deferred in exceptional circumstances where \nthere are compelling legitimate grounds to preserve the confidentiality of an investigation or of national judicial \nproceedings, until such legitimate grounds cease to exist. ', ' \nThe recommendation of the panel to exclude and/or impose a financial penalty shall, where applicable, contain the \nfollowing elements: \n(a) the facts or findings referred to in Article 136(2) and their preliminary classification in law; \n(b) an assessment of the need to impose a financial penalty and its amount; \n(c) an assessment of the need to exclude the person or entity referred to in Article 135(2) and, in that case, the suggested \nduration of such an exclusion; \n(d) an assessment of the need to publish the information related to the person or entity referred to in Article 135(2) who \nis excluded and/or subject to a financial penalty; \n(e) an assessment of remedial measures taken by the person or entity referred to Article 135(2), if any. \nWhere the authorising officer responsible envisages taking a more severe decision than what has been recommended by \nthe panel, he or she shall ensure that such a decision is taken with due respect for the right to be heard and for the rules \nof personal data protection. \nL 193/102  \n\x0c \nWhere the authorising officer responsible decides to deviate from the recommendation of the panel, he or she shall justify \nsuch decision to the panel. ', ' \nThe panel shall revise its recommendation during the exclusion period on request from the authorising officer \nresponsible in the cases referred to in Article 136(8) or following the notification of a final judgment or a final adminis\xad\ntrative decision establishing the grounds for exclusion where such a judgment or decision does not set the duration of the \nexclusion, as referred to in the second subparagraph of Article 136(2). ', ' \nThe panel shall notify the requesting authorising officer without delay of its revised recommendation, following \nwhich the authorising officer shall review his or her decision. ', ' \nThe Court of Justice of the European Union shall have unlimited jurisdiction to review a decision whereby the \nauthorising officer excludes a person or entity referred to in Article 135(2) and/or imposes a financial penalty on a \nrecipient, including annulling the exclusion, reducing or increasing its duration and/or annulling, reducing or increasing \nthe financial penalty imposed. Article 22(1) of Regulation (EC) No 58/2003 shall not apply when the decision of the \nauthorising officer to exclude or impose a financial penalty is taken on the basis of a recommendation of the panel. ']",a person or entity referred to whereby in article 1352 ,a person or entity referred to whereby in
financial penalty,take,basis,when on the basis of a recommendation of a panel,"['basis', 'recommendation', 'panel']",TITLE V COMMON RULES,Article 143  Panel ,"[' \nA panel shall be convened at the request of an authorising officer of any Union institution, Union body, European \noffice or body or person entrusted with the implementation of specific actions in the CFSP pursuant to Title V of the \nTEU. ', ' \nThe panel shall be composed of: \n(a) a standing high-level independent chair appointed by the Commission; \n(b) two permanent representatives of the Commission as the owner of the early-detection and exclusion system, who \nshall express a joint position; and \n(c) one representative of the requesting authorising officer. \nThe composition of the panel shall ensure the appropriate legal and technical expertise. The panel shall be assisted by a \npermanent secretariat, provided by the Commission, which shall ensure the continuous administration of the panel. ', ' \nThe Chair shall be chosen from among former members of the Court of Justice of the European Union, the Court \nof Auditors or former officials who have had at least the rank of Director-General in a Union institution other than the \nCommission. He or she shall be selected on the basis of his or her personal and professional qualities, extensive \nexperience in legal and financial matters and proven competence, independence and integrity. The term of office shall \nbe five years and shall not be renewable. The Chair shall be appointed as special adviser within the meaning of Article 5 \nof the Conditions of Employment of Other Servants of the European Union. The Chair shall preside all sessions of the \npanel. He or she shall be independent in the performance of his or her duties. He or she shall not have a conflict of \ninterests between his or her duties as Chair and any other official duties. ', ' \nThe rules of procedure of the panel shall be adopted by the Commission. ', ' \nThe panel shall uphold the right of the person or entity concerned, as referred to in Article 135(2), to submit \nobservations on the facts or findings referred to in Article 136(2) and on the preliminary classification in law before \nadopting its recommendations. The right to submit observations may be deferred in exceptional circumstances where \nthere are compelling legitimate grounds to preserve the confidentiality of an investigation or of national judicial \nproceedings, until such legitimate grounds cease to exist. ', ' \nThe recommendation of the panel to exclude and/or impose a financial penalty shall, where applicable, contain the \nfollowing elements: \n(a) the facts or findings referred to in Article 136(2) and their preliminary classification in law; \n(b) an assessment of the need to impose a financial penalty and its amount; \n(c) an assessment of the need to exclude the person or entity referred to in Article 135(2) and, in that case, the suggested \nduration of such an exclusion; \n(d) an assessment of the need to publish the information related to the person or entity referred to in Article 135(2) who \nis excluded and/or subject to a financial penalty; \n(e) an assessment of remedial measures taken by the person or entity referred to Article 135(2), if any. \nWhere the authorising officer responsible envisages taking a more severe decision than what has been recommended by \nthe panel, he or she shall ensure that such a decision is taken with due respect for the right to be heard and for the rules \nof personal data protection. \nL 193/102  \n\x0c \nWhere the authorising officer responsible decides to deviate from the recommendation of the panel, he or she shall justify \nsuch decision to the panel. ', ' \nThe panel shall revise its recommendation during the exclusion period on request from the authorising officer \nresponsible in the cases referred to in Article 136(8) or following the notification of a final judgment or a final adminis\xad\ntrative decision establishing the grounds for exclusion where such a judgment or decision does not set the duration of the \nexclusion, as referred to in the second subparagraph of Article 136(2). ', ' \nThe panel shall notify the requesting authorising officer without delay of its revised recommendation, following \nwhich the authorising officer shall review his or her decision. ', ' \nThe Court of Justice of the European Union shall have unlimited jurisdiction to review a decision whereby the \nauthorising officer excludes a person or entity referred to in Article 135(2) and/or imposes a financial penalty on a \nrecipient, including annulling the exclusion, reducing or increasing its duration and/or annulling, reducing or increasing \nthe financial penalty imposed. Article 22(1) of Regulation (EC) No 58/2003 shall not apply when the decision of the \nauthorising officer to exclude or impose a financial penalty is taken on the basis of a recommendation of the panel. ']",when on the basis of a recommendation of a panel,when on the basis of a recommendation of
article,transmit,accordance,only through the automated information system established by the commission currently in use for reporting of fraud and irregularities (the irregularity management system in accordance with sectorspecific rules,"['automated information system', 'commission', 'use', 'reporting', 'fraud', 'irregularities', 'irregularity management system', 'accordance', 'sectorspecific rules']",TITLE V COMMON RULES,Article 144  Functioning of the database for the early-detection and exclusion system ,"[' \nInformation requested from the entities referred to in point (d) of Article 142(2) shall be transmitted only through \nthe automated information system established by the Commission currently in use for reporting of fraud and irregularities \n(‘the Irregularity Management System’), in accordance with sector-specific rules. ', ' \nThe use of the data received through the Irregularity Management System shall take into consideration the status of \nthe national procedure that existed at the time when the information was submitted. Such use shall be preceded by a \nconsultation of the Member State that has submitted the relevant data through the Irregularity Management System. ']",only through the automated information system established by the commission currently in use for reporting of fraud and irregularities  the irregularity management system in accordance with sectorspecific rules,only through the automated information system established by
irregularity management system,take,national procedure,the status of the national procedure that existed at the time into consideration,"['status', 'national procedure', '', 'time', 'consideration']",TITLE V COMMON RULES,Article 144  Functioning of the database for the early-detection and exclusion system ,"[' \nInformation requested from the entities referred to in point (d) of Article 142(2) shall be transmitted only through \nthe automated information system established by the Commission currently in use for reporting of fraud and irregularities \n(‘the Irregularity Management System’), in accordance with sector-specific rules. ', ' \nThe use of the data received through the Irregularity Management System shall take into consideration the status of \nthe national procedure that existed at the time when the information was submitted. Such use shall be preceded by a \nconsultation of the Member State that has submitted the relevant data through the Irregularity Management System. ']",the status of the national procedure that existed at the time into consideration,the status of the national procedure that existed
computer system,include,complete audit trail,a full and uptodate description of the system defining the content of all data fields describing how each individual operation is treated and explaining in detail how the computer system guarantees the existence of a complete audit trail for each operation,"['uptodate description', 'system', 'content', 'data fields', 'individual operation', 'detail', 'computer system', 'existence', 'complete audit trail', 'operation']",TITLE V COMMON RULES,Article 146  Electronic management of operations ,"[' \nWhere revenue and expenditure operations or document exchanges are managed by means of computer systems, \ndocuments may be signed by a computerised or electronic procedure providing authentication of the signatory. Such \ncomputer systems shall include a full and up-to-date description of the system defining the content of all data fields, \ndescribing how each individual operation is treated and explaining in detail how the computer system guarantees the \nexistence of a complete audit trail for each operation. ', ' \nSubject to the prior agreement of the Union institutions and Member States concerned, any transmission of \ndocuments between them may be done by electronic means. ']",a full and uptodate description of the system defining the content of all data fields describing how each individual operation is treated and explaining in detail how the computer system guarantees the existence of a complete audit trail for each operation,a full and uptodate description of the system
sectorspecific rule,provide,datum,for interoperability of data,"['interoperability', 'data']",TITLE V COMMON RULES,Article 147  e-Government ,"[' \nUnion institutions, the executive agencies and the Union bodies referred to in Articles 70 and 71 shall establish and \napply uniform standards for the electronic exchange of information with participants. In particular, they shall, to the \ngreatest possible extent, design and implement solutions for the submission, storage and processing of data submitted in \naward procedures, and to that end, put in place a single ‘electronic data interchange area’ for participants. The \nCommission shall report regularly to the European Parliament and to the Council on the progress made in that regard. ', ' \nUnder shared management, all official exchanges of information between Member States and the Commission shall \nbe carried out by means indicated in sector-specific rules. Those rules shall provide for interoperability of data gathered or \nreceived, and transmitted in the management of the budget.   \x0c ']",for interoperability of data,for interoperability of data
sectorspecific rule,transmit,budget,in the management of the budget,"['management', 'budget']",TITLE V COMMON RULES,Article 147  e-Government ,"[' \nUnion institutions, the executive agencies and the Union bodies referred to in Articles 70 and 71 shall establish and \napply uniform standards for the electronic exchange of information with participants. In particular, they shall, to the \ngreatest possible extent, design and implement solutions for the submission, storage and processing of data submitted in \naward procedures, and to that end, put in place a single ‘electronic data interchange area’ for participants. The \nCommission shall report regularly to the European Parliament and to the Council on the progress made in that regard. ', ' \nUnder shared management, all official exchanges of information between Member States and the Commission shall \nbe carried out by means indicated in sector-specific rules. Those rules shall provide for interoperability of data gathered or \nreceived, and transmitted in the management of the budget.   \x0c ']",in the management of the budget,in the management of the budget
person,have,follow condition,access to the system electronic exchange systems shall satisfy the following conditions,"['access', 'system electronic exchange systems', 'following conditions']",TITLE V COMMON RULES,Article 148  Electronic exchange systems ,"[' \nAll exchanges with recipients, including the entering into legal commitments and any amendments thereto, may be \ndone through electronic exchange systems. ', ' \nElectronic exchange systems shall satisfy the following conditions: \n(a) only authorised persons may have access to the system and to documents transmitted through it; \n(b) only authorised persons may electronically sign or transmit a document through the system; \n(c) authorised persons are identified through the system by established means; \n(d) the time and date of the electronic transaction are determined precisely; \n(e) the integrity of documents is preserved; \n(f) the availability of documents is preserved; \n(g) where appropriate, the confidentiality of documents is preserved; \n(h) the protection of personal data in accordance with Regulation (EC) No 45/2001 is ensured. ', ' \nData sent or received through such a system shall enjoy legal presumption of the integrity of the data and the \naccuracy of the date and time of sending or receiving the data indicated by the system. \nA document sent or notified through such a system shall be considered as equivalent to a paper document, shall be \nadmissible as evidence in legal proceedings, shall be deemed original and shall enjoy legal presumption of its authenticity \nand integrity, provided that the document does not contain any dynamic features capable of automatically changing it. \nThe electronic signatures referred to in point (b) of paragraph 2 shall have a legal effect equivalent to handwritten \nsignatures. ']",access to the system electronic exchange systems shall satisfy the following conditions,access to the system electronic exchange systems shall
person,transmit,document,a document through the system,"['document', 'system']",TITLE V COMMON RULES,Article 148  Electronic exchange systems ,"[' \nAll exchanges with recipients, including the entering into legal commitments and any amendments thereto, may be \ndone through electronic exchange systems. ', ' \nElectronic exchange systems shall satisfy the following conditions: \n(a) only authorised persons may have access to the system and to documents transmitted through it; \n(b) only authorised persons may electronically sign or transmit a document through the system; \n(c) authorised persons are identified through the system by established means; \n(d) the time and date of the electronic transaction are determined precisely; \n(e) the integrity of documents is preserved; \n(f) the availability of documents is preserved; \n(g) where appropriate, the confidentiality of documents is preserved; \n(h) the protection of personal data in accordance with Regulation (EC) No 45/2001 is ensured. ', ' \nData sent or received through such a system shall enjoy legal presumption of the integrity of the data and the \naccuracy of the date and time of sending or receiving the data indicated by the system. \nA document sent or notified through such a system shall be considered as equivalent to a paper document, shall be \nadmissible as evidence in legal proceedings, shall be deemed original and shall enjoy legal presumption of its authenticity \nand integrity, provided that the document does not contain any dynamic features capable of automatically changing it. \nThe electronic signatures referred to in point (b) of paragraph 2 shall have a legal effect equivalent to handwritten \nsignatures. ']",a document through the system,a document through the system
document,contain,document,any dynamic features capable of automatically changing the document,"['dynamic features', 'document']",TITLE V COMMON RULES,Article 148  Electronic exchange systems ,"[' \nAll exchanges with recipients, including the entering into legal commitments and any amendments thereto, may be \ndone through electronic exchange systems. ', ' \nElectronic exchange systems shall satisfy the following conditions: \n(a) only authorised persons may have access to the system and to documents transmitted through it; \n(b) only authorised persons may electronically sign or transmit a document through the system; \n(c) authorised persons are identified through the system by established means; \n(d) the time and date of the electronic transaction are determined precisely; \n(e) the integrity of documents is preserved; \n(f) the availability of documents is preserved; \n(g) where appropriate, the confidentiality of documents is preserved; \n(h) the protection of personal data in accordance with Regulation (EC) No 45/2001 is ensured. ', ' \nData sent or received through such a system shall enjoy legal presumption of the integrity of the data and the \naccuracy of the date and time of sending or receiving the data indicated by the system. \nA document sent or notified through such a system shall be considered as equivalent to a paper document, shall be \nadmissible as evidence in legal proceedings, shall be deemed original and shall enjoy legal presumption of its authenticity \nand integrity, provided that the document does not contain any dynamic features capable of automatically changing it. \nThe electronic signatures referred to in point (b) of paragraph 2 shall have a legal effect equivalent to handwritten \nsignatures. ']",any dynamic features capable of automatically changing the document,any dynamic features capable of automatically changing the
electronic signature,refer,paragraph,shall have a legal effect equivalent to handwritten signatures to in point of paragraph 2,"['legal effect', 'signatures', 'point', 'paragraph']",TITLE V COMMON RULES,Article 148  Electronic exchange systems ,"[' \nAll exchanges with recipients, including the entering into legal commitments and any amendments thereto, may be \ndone through electronic exchange systems. ', ' \nElectronic exchange systems shall satisfy the following conditions: \n(a) only authorised persons may have access to the system and to documents transmitted through it; \n(b) only authorised persons may electronically sign or transmit a document through the system; \n(c) authorised persons are identified through the system by established means; \n(d) the time and date of the electronic transaction are determined precisely; \n(e) the integrity of documents is preserved; \n(f) the availability of documents is preserved; \n(g) where appropriate, the confidentiality of documents is preserved; \n(h) the protection of personal data in accordance with Regulation (EC) No 45/2001 is ensured. ', ' \nData sent or received through such a system shall enjoy legal presumption of the integrity of the data and the \naccuracy of the date and time of sending or receiving the data indicated by the system. \nA document sent or notified through such a system shall be considered as equivalent to a paper document, shall be \nadmissible as evidence in legal proceedings, shall be deemed original and shall enjoy legal presumption of its authenticity \nand integrity, provided that the document does not contain any dynamic features capable of automatically changing it. \nThe electronic signatures referred to in point (b) of paragraph 2 shall have a legal effect equivalent to handwritten \nsignatures. ']",shall have a legal effect equivalent to handwritten signatures to in point of paragraph 2,shall have a legal effect equivalent to handwritten
electronic signature,have,legal effect,a legal effect equivalent to handwritten signatures,"['legal effect', 'handwritten signatures']",TITLE V COMMON RULES,Article 148  Electronic exchange systems ,"[' \nAll exchanges with recipients, including the entering into legal commitments and any amendments thereto, may be \ndone through electronic exchange systems. ', ' \nElectronic exchange systems shall satisfy the following conditions: \n(a) only authorised persons may have access to the system and to documents transmitted through it; \n(b) only authorised persons may electronically sign or transmit a document through the system; \n(c) authorised persons are identified through the system by established means; \n(d) the time and date of the electronic transaction are determined precisely; \n(e) the integrity of documents is preserved; \n(f) the availability of documents is preserved; \n(g) where appropriate, the confidentiality of documents is preserved; \n(h) the protection of personal data in accordance with Regulation (EC) No 45/2001 is ensured. ', ' \nData sent or received through such a system shall enjoy legal presumption of the integrity of the data and the \naccuracy of the date and time of sending or receiving the data indicated by the system. \nA document sent or notified through such a system shall be considered as equivalent to a paper document, shall be \nadmissible as evidence in legal proceedings, shall be deemed original and shall enjoy legal presumption of its authenticity \nand integrity, provided that the document does not contain any dynamic features capable of automatically changing it. \nThe electronic signatures referred to in point (b) of paragraph 2 shall have a legal effect equivalent to handwritten \nsignatures. ']",a legal effect equivalent to handwritten signatures,a legal effect equivalent to handwritten signatures
communication,ensure,follow condition,that there is genuine competition and that the following conditions are satisfied,"['genuine competition', 'following conditions']",TITLE V COMMON RULES,Article 149  Submission of application documents ,"[' \nThe arrangements for the submission of application documents shall be determined by the authorising officer \nresponsible who may choose an exclusive method of submission. \nThe means of communication chosen shall be such as to ensure that there is genuine competition and that the following \nconditions are satisfied: \n(a) each submission contains all the information required for its evaluation; \n(b) the integrity of data is preserved; \n(c) the confidentiality of application documents is preserved; \n(d) the protection of personal data in accordance with Regulation (EC) No 45/2001 is ensured. ', ' \nThe Commission shall ensure by appropriate means and in accordance with Article 147(1) that participants may \nsubmit the application documents and any supporting evidence in an electronic format. Any electronic communication \nsystem used to support communications and information exchanges shall be non-discriminatory, generally available and \ninteroperable with information and communication technology products in general use and shall not restrict participants’ \naccess to the award procedure. \nThe Commission shall report regularly to the European Parliament and to the Council on the progress of the application \nof this paragraph. ', ' \nDevices for the electronic receipt of application documents shall guarantee, through technical means and appro\xad\npriate procedures, that: \n(a) the participant can be authenticated with certainty; \n(b) the exact time and date of the receipt of application documents can be determined precisely; \nL 193/104  \n\x0c \n(c) only authorised persons have access to the data transmitted and may set or change the dates for opening the \napplication documents; \n(d) during the different stages of the award procedure only authorised persons have access to all data submitted and may \ngive access to the data as needed for the procedure; \n(e) it is reasonably ensured that any attempt to infringe any of the conditions set out in points (a) to (d) can be detected. \nThe first subparagraph shall not apply to contracts below the thresholds referred to in Article 175(1). ', ' \nWhere the authorising officer responsible authorises submission of application documents by electronic means, the \nelectronic documents submitted by means of such systems shall be deemed to be the originals. ', ' \nWhere submission is by letter, participants may choose to submit application documents: \n(a) either by post or by courier service, in which case the evidence shall be constituted by the postmark or the date of the \ndeposit slip; \n(b) by hand-delivery to the premises of the authorising officer responsible by the participant in person or by an agent, in \nwhich case the evidence shall be constituted by the acknowledgement of receipt. ', ' \nBy submitting application documents, participants accept to receive notification of the outcome of the procedure by \nelectronic means. ', ' \nParagraphs 1 to 6 of this Article shall not apply to the selection of persons or entities implementing Union funds \npursuant to point (c) of the first subparagraph of Article 62(1). \nCHAPTER 3 \nRules applicable to direct management ']",that there is genuine competition and that the following conditions are satisfied,that there is genuine competition and that the
communication,be,genuine competition,genuine competition,['genuine competition'],TITLE V COMMON RULES,Article 149  Submission of application documents ,"[' \nThe arrangements for the submission of application documents shall be determined by the authorising officer \nresponsible who may choose an exclusive method of submission. \nThe means of communication chosen shall be such as to ensure that there is genuine competition and that the following \nconditions are satisfied: \n(a) each submission contains all the information required for its evaluation; \n(b) the integrity of data is preserved; \n(c) the confidentiality of application documents is preserved; \n(d) the protection of personal data in accordance with Regulation (EC) No 45/2001 is ensured. ', ' \nThe Commission shall ensure by appropriate means and in accordance with Article 147(1) that participants may \nsubmit the application documents and any supporting evidence in an electronic format. Any electronic communication \nsystem used to support communications and information exchanges shall be non-discriminatory, generally available and \ninteroperable with information and communication technology products in general use and shall not restrict participants’ \naccess to the award procedure. \nThe Commission shall report regularly to the European Parliament and to the Council on the progress of the application \nof this paragraph. ', ' \nDevices for the electronic receipt of application documents shall guarantee, through technical means and appro\xad\npriate procedures, that: \n(a) the participant can be authenticated with certainty; \n(b) the exact time and date of the receipt of application documents can be determined precisely; \nL 193/104  \n\x0c \n(c) only authorised persons have access to the data transmitted and may set or change the dates for opening the \napplication documents; \n(d) during the different stages of the award procedure only authorised persons have access to all data submitted and may \ngive access to the data as needed for the procedure; \n(e) it is reasonably ensured that any attempt to infringe any of the conditions set out in points (a) to (d) can be detected. \nThe first subparagraph shall not apply to contracts below the thresholds referred to in Article 175(1). ', ' \nWhere the authorising officer responsible authorises submission of application documents by electronic means, the \nelectronic documents submitted by means of such systems shall be deemed to be the originals. ', ' \nWhere submission is by letter, participants may choose to submit application documents: \n(a) either by post or by courier service, in which case the evidence shall be constituted by the postmark or the date of the \ndeposit slip; \n(b) by hand-delivery to the premises of the authorising officer responsible by the participant in person or by an agent, in \nwhich case the evidence shall be constituted by the acknowledgement of receipt. ', ' \nBy submitting application documents, participants accept to receive notification of the outcome of the procedure by \nelectronic means. ', ' \nParagraphs 1 to 6 of this Article shall not apply to the selection of persons or entities implementing Union funds \npursuant to point (c) of the first subparagraph of Article 62(1). \nCHAPTER 3 \nRules applicable to direct management ']",genuine competition,genuine competition
